,MoH,AL-21,M2,VT,WeN3,SWAN-1,SMA-27,E09F3,BRM9,congo,A8P,MK4,petro,CANT
"COG0598@1|root,arCOG02265@2157|Archaea,2XTRP@28890|Euryarchaeota",2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"COG1032@1|root,arCOG01356@2157|Archaea,2XU04@28890|Euryarchaeota",2.0,1.0,2.0,3.0,0.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0
"COG2101@1|root,arCOG01764@2157|Archaea,2XTTR@28890|Euryarchaeota,23NYM@183925|Methanobacteria",2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
"COG1309@1|root,arCOG02643@2157|Archaea,2Y1ZB@28890|Euryarchaeota,23PQU@183925|Methanobacteria",2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
"COG2141@1|root,arCOG02410@2157|Archaea,2XUEF@28890|Euryarchaeota",2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
"arCOG11916@1|root,arCOG11916@2157|Archaea",2.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
"COG2303@1|root,arCOG02232@2157|Archaea,2Y89C@28890|Euryarchaeota,23NTI@183925|Methanobacteria",2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
"COG0778@1|root,arCOG00288@2157|Archaea,2Y49S@28890|Euryarchaeota,23PNU@183925|Methanobacteria",2.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0
"COG0071@1|root,arCOG01832@2157|Archaea,2XYW4@28890|Euryarchaeota,23PRN@183925|Methanobacteria",2.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0
"COG3920@1|root,arCOG02348@1|root,arCOG02335@2157|Archaea,arCOG02348@2157|Archaea",2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"COG1520@1|root,COG3291@1|root,arCOG02516@1|root,arCOG02492@2157|Archaea,arCOG02508@2157|Archaea,arCOG02516@2157|Archaea",2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
"COG1853@1|root,arCOG02017@2157|Archaea,2XWI7@28890|Euryarchaeota,23PQ4@183925|Methanobacteria",2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
"arCOG02449@1|root,arCOG02449@2157|Archaea",2.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
"arCOG10459@1|root,arCOG10459@2157|Archaea",2.0,3.0,3.0,2.0,2.0,1.0,0.0,3.0,5.0,5.0,3.0,3.0,5.0,1.0
"COG1432@1|root,arCOG02408@2157|Archaea,2XX7V@28890|Euryarchaeota",2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
"COG1759@1|root,arCOG04346@2157|Archaea,2XUFR@28890|Euryarchaeota,23NWC@183925|Methanobacteria",2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"COG2361@1|root,arCOG05024@2157|Archaea,2XYV1@28890|Euryarchaeota",2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
"COG1704@1|root,arCOG04574@2157|Archaea,2XXB9@28890|Euryarchaeota,23PHV@183925|Methanobacteria",2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
"COG0778@1|root,arCOG00288@2157|Archaea,2Y0KS@28890|Euryarchaeota",2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"arCOG12633@1|root,arCOG12633@2157|Archaea,2Y5QV@28890|Euryarchaeota,23PUA@183925|Methanobacteria",2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
"COG4978@1|root,arCOG03200@2157|Archaea,2Y4SM@28890|Euryarchaeota,23PSP@183925|Methanobacteria",2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
"COG1146@1|root,arCOG02587@2157|Archaea,2Y099@28890|Euryarchaeota",2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"COG1131@1|root,arCOG00194@2157|Archaea,2XTJV@28890|Euryarchaeota",2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
"COG1192@1|root,arCOG00586@2157|Archaea,2XV5C@28890|Euryarchaeota,23NK6@183925|Methanobacteria",2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
"COG1846@1|root,arCOG03182@2157|Archaea",2.0,4.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
"COG1667@1|root,arCOG06658@2157|Archaea",2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0
"COG0289@1|root,arCOG04393@2157|Archaea,2XTJU@28890|Euryarchaeota,23NSH@183925|Methanobacteria",2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0
"arCOG02555@1|root,arCOG09729@1|root,arCOG02555@2157|Archaea,arCOG09729@2157|Archaea",2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"COG0716@1|root,arCOG00519@2157|Archaea,2Y43Z@28890|Euryarchaeota",2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
